"No.","Time","Source","Destination","Protocol","Length","Info","frame.time","frame.time_delta"
"1161","166.971105","192.168.137.185","64.233.186.188","TLSv1.2","104","Application Data","Jul  6, 2023 09:03:23.161412000 Hora oficial do Brasil","0.017831000"
"1162","167.106456","192.168.137.185","142.251.135.68","TCP","74","[TCP Retransmission] 40422  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1564554600 TSecr=0 WS=512","Jul  6, 2023 09:03:23.296763000 Hora oficial do Brasil","0.135351000"
"1163","167.150142","20.42.72.131","192.168.137.185","TCP","1514","443  >  40624 [ACK] Seq=1 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]","Jul  6, 2023 09:03:23.340449000 Hora oficial do Brasil","0.043686000"
"1164","167.179639","20.42.72.131","192.168.137.185","TCP","1514","443  >  40624 [ACK] Seq=1461 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]","Jul  6, 2023 09:03:23.369946000 Hora oficial do Brasil","0.029497000"
"1165","167.180270","20.42.72.131","192.168.137.185","TCP","1514","[TCP Previous segment not captured] 443  >  40624 [ACK] Seq=4381 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]","Jul  6, 2023 09:03:23.370577000 Hora oficial do Brasil","0.000631000"
"1166","167.180915","20.42.72.131","192.168.137.185","TCP","507","443  >  40624 [PSH, ACK] Seq=5841 Ack=518 Win=525056 Len=453 [TCP segment of a reassembled PDU]","Jul  6, 2023 09:03:23.371222000 Hora oficial do Brasil","0.000645000"
"1167","167.181814","192.168.137.185","20.42.72.131","TCP","54","40624  >  443 [ACK] Seq=518 Ack=1461 Win=68608 Len=0","Jul  6, 2023 09:03:23.372121000 Hora oficial do Brasil","0.000899000"
"1168","167.181814","192.168.137.185","20.42.72.131","TCP","54","40624  >  443 [ACK] Seq=518 Ack=2921 Win=71680 Len=0","Jul  6, 2023 09:03:23.372121000 Hora oficial do Brasil","0.000000000"
"1169","167.181814","192.168.137.185","20.42.72.131","TCP","66","[TCP Window Update] 40624  >  443 [ACK] Seq=518 Ack=2921 Win=74752 Len=0 SLE=4381 SRE=5841","Jul  6, 2023 09:03:23.372121000 Hora oficial do Brasil","0.000000000"
"1170","167.182422","192.168.137.185","20.42.72.131","TCP","66","[TCP Window Update] 40624  >  443 [ACK] Seq=518 Ack=2921 Win=77312 Len=0 SLE=4381 SRE=6294","Jul  6, 2023 09:03:23.372729000 Hora oficial do Brasil","0.000608000"
"1171","167.310143","64.233.186.188","192.168.137.185","TLSv1.2","1466","Application Data","Jul  6, 2023 09:03:23.500450000 Hora oficial do Brasil","0.127721000"
"1172","167.310792","64.233.186.188","192.168.137.185","TLSv1.2","342","Application Data","Jul  6, 2023 09:03:23.501099000 Hora oficial do Brasil","0.000649000"
"1173","167.313067","192.168.137.185","64.233.186.188","TCP","66","38754  >  5228 [ACK] Seq=685 Ack=60058 Win=571 Len=0 TSval=1890822519 TSecr=1748341017","Jul  6, 2023 09:03:23.503374000 Hora oficial do Brasil","0.002275000"
"1174","167.313311","192.168.137.185","64.233.186.188","TCP","66","38754  >  5228 [ACK] Seq=685 Ack=60334 Win=571 Len=0 TSval=1890822520 TSecr=1748341019","Jul  6, 2023 09:03:23.503618000 Hora oficial do Brasil","0.000244000"
"1175","167.470159","20.42.72.131","192.168.137.185","TCP","66","443  >  40616 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM","Jul  6, 2023 09:03:23.660466000 Hora oficial do Brasil","0.156848000"
"1176","167.472680","192.168.137.185","20.42.72.131","TCP","54","40616  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0","Jul  6, 2023 09:03:23.662987000 Hora oficial do Brasil","0.002521000"
"1177","167.477890","192.168.137.185","20.42.72.131","TLSv1","571","Client Hello","Jul  6, 2023 09:03:23.668197000 Hora oficial do Brasil","0.005210000"
"1178","167.510145","157.240.216.61","192.168.137.185","TCP","74","[TCP Retransmission] 443  >  37850 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM TSval=3825175247 TSecr=3990748137 WS=256","Jul  6, 2023 09:03:23.700452000 Hora oficial do Brasil","0.032255000"
"1179","167.512526","192.168.137.185","157.240.216.61","TCP","66","[TCP Dup ACK 1155#1] 37850  >  443 [ACK] Seq=5 Ack=1 Win=65536 Len=0 TSval=3990751042 TSecr=3825174216","Jul  6, 2023 09:03:23.702833000 Hora oficial do Brasil","0.002381000"
"1180","168.150078","20.42.72.131","192.168.137.185","TCP","66","[TCP Dup ACK 1163#1] 443  >  40624 [ACK] Seq=6294 Ack=518 Win=525056 Len=0 SLE=1 SRE=518","Jul  6, 2023 09:03:24.340385000 Hora oficial do Brasil","0.637552000"
"1181","168.186072","52.151.239.148","192.168.137.185","TLSv1.2","851","Application Data","Jul  6, 2023 09:03:24.376379000 Hora oficial do Brasil","0.035994000"
"1182","168.188328","192.168.137.185","52.151.239.148","TCP","66","45702  >  443 [ACK] Seq=662 Ack=5353 Win=80384 Len=0 TSval=493140602 TSecr=961293791","Jul  6, 2023 09:03:24.378635000 Hora oficial do Brasil","0.002256000"
"1183","168.501760","192.168.137.185","20.42.72.131","TCP","571","[TCP Retransmission] 40616  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=517","Jul  6, 2023 09:03:24.692067000 Hora oficial do Brasil","0.313432000"
"1186","168.961640","64.233.186.188","192.168.137.185","TCP","66","5228  >  38754 [ACK] Seq=60334 Ack=685 Win=266 Len=0 TSval=1748342660 TSecr=1890822177","Jul  6, 2023 09:03:25.151947000 Hora oficial do Brasil","0.181284000"
"1187","168.997861","142.251.135.68","192.168.137.185","TCP","74","443  >  40422 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3415009829 TSecr=1564554600 WS=256","Jul  6, 2023 09:03:25.188168000 Hora oficial do Brasil","0.036221000"
"1188","169.002709","192.168.137.185","142.251.135.68","TCP","66","40422  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1564556495 TSecr=3415009829","Jul  6, 2023 09:03:25.193016000 Hora oficial do Brasil","0.004848000"
"1189","169.005187","192.168.137.185","142.251.135.68","TLSv1.2","375","Client Hello","Jul  6, 2023 09:03:25.195494000 Hora oficial do Brasil","0.002478000"
"1190","169.316653","142.251.135.68","192.168.137.185","TCP","74","[TCP Retransmission] 443  >  40422 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3415010131 TSecr=1564554600 WS=256","Jul  6, 2023 09:03:25.506960000 Hora oficial do Brasil","0.311466000"
