"No.","Time","Source","Destination","Protocol","Length","Info","frame.time","frame.time_delta"
"1","0.000000","91.199.81.21","192.168.10.105","UDP","1046","5056  >  56875 Len=1004","Jul  5, 2023 20:59:10.424898000 Hora oficial do Brasil","0.000000000"
"2","0.017219","91.199.81.21","192.168.10.105","UDP","457","5056  >  56875 Len=415","Jul  5, 2023 20:59:10.442117000 Hora oficial do Brasil","0.017219000"
"3","0.032256","91.199.81.21","192.168.10.105","UDP","960","5056  >  56875 Len=918","Jul  5, 2023 20:59:10.457154000 Hora oficial do Brasil","0.015037000"
"4","0.052257","35.247.18.208","192.168.10.105","UDP","122","7090  >  56876 Len=80","Jul  5, 2023 20:59:10.477155000 Hora oficial do Brasil","0.020001000"
"5","0.052257","91.199.81.21","192.168.10.105","UDP","781","5056  >  56875 Len=739","Jul  5, 2023 20:59:10.477155000 Hora oficial do Brasil","0.000000000"
"6","0.056673","192.168.10.105","52.151.239.148","TCP","54","57435  >  443 [FIN, ACK] Seq=1 Ack=1 Win=514 Len=0","Jul  5, 2023 20:59:10.481571000 Hora oficial do Brasil","0.004416000"
"7","0.063339","91.199.81.21","192.168.10.105","UDP","968","5056  >  56875 Len=926","Jul  5, 2023 20:59:10.488237000 Hora oficial do Brasil","0.006666000"
"8","0.063411","192.168.10.105","52.151.239.148","TCP","54","57436  >  443 [FIN, ACK] Seq=1 Ack=1 Win=514 Len=0","Jul  5, 2023 20:59:10.488309000 Hora oficial do Brasil","0.000072000"
"9","0.079377","192.168.10.105","20.120.122.254","TCP","54","57437  >  443 [FIN, ACK] Seq=1 Ack=1 Win=511 Len=0","Jul  5, 2023 20:59:10.504275000 Hora oficial do Brasil","0.015966000"
"10","0.094270","35.247.18.208","192.168.10.105","UDP","170","7090  >  56876 Len=128","Jul  5, 2023 20:59:10.519168000 Hora oficial do Brasil","0.014893000"
"11","0.094502","192.168.10.105","91.199.81.21","UDP","332","56875  >  5056 Len=290","Jul  5, 2023 20:59:10.519400000 Hora oficial do Brasil","0.000232000"
"12","0.098416","91.199.81.21","192.168.10.105","UDP","770","5056  >  56875 Len=728","Jul  5, 2023 20:59:10.523314000 Hora oficial do Brasil","0.003914000"
"13","0.108574","91.199.81.21","192.168.10.105","UDP","1134","5056  >  56875 Len=1092","Jul  5, 2023 20:59:10.533472000 Hora oficial do Brasil","0.010158000"
"14","0.129726","35.247.18.208","192.168.10.105","UDP","314","7090  >  56876 Len=272","Jul  5, 2023 20:59:10.554624000 Hora oficial do Brasil","0.021152000"
"15","0.129726","91.199.81.21","192.168.10.105","UDP","569","5056  >  56875 Len=527","Jul  5, 2023 20:59:10.554624000 Hora oficial do Brasil","0.000000000"
"16","0.139520","20.88.155.43","192.168.10.105","TLSv1.2","96","Application Data","Jul  5, 2023 20:59:10.564418000 Hora oficial do Brasil","0.009794000"
"17","0.139939","192.168.10.105","91.199.81.21","UDP","554","56875  >  5056 Len=512","Jul  5, 2023 20:59:10.564837000 Hora oficial do Brasil","0.000419000"
"18","0.150565","91.199.81.21","192.168.10.105","UDP","1122","5056  >  56875 Len=1080","Jul  5, 2023 20:59:10.575463000 Hora oficial do Brasil","0.010626000"
"19","0.163227","35.247.18.208","192.168.10.105","UDP","362","7090  >  56876 Len=320","Jul  5, 2023 20:59:10.588125000 Hora oficial do Brasil","0.012662000"
"20","0.163227","91.199.81.21","192.168.10.105","UDP","348","5056  >  56875 Len=306","Jul  5, 2023 20:59:10.588125000 Hora oficial do Brasil","0.000000000"
"21","0.185290","35.247.18.208","192.168.10.105","UDP","618","7090  >  56876 Len=576","Jul  5, 2023 20:59:10.610188000 Hora oficial do Brasil","0.022063000"
"22","0.190446","91.199.81.21","192.168.10.105","UDP","818","5056  >  56875 Len=776","Jul  5, 2023 20:59:10.615344000 Hora oficial do Brasil","0.005156000"
"23","0.190446","20.120.122.254","192.168.10.105","TCP","54","443  >  57454 [FIN, ACK] Seq=1 Ack=1 Win=63 Len=0","Jul  5, 2023 20:59:10.615344000 Hora oficial do Brasil","0.000000000"
"24","0.212733","91.199.81.21","192.168.10.105","UDP","1238","5056  >  56875 Len=1196","Jul  5, 2023 20:59:10.637631000 Hora oficial do Brasil","0.022287000"
"25","0.212733","91.199.81.21","192.168.10.105","UDP","213","5056  >  56875 Len=171","Jul  5, 2023 20:59:10.637631000 Hora oficial do Brasil","0.000000000"
"26","0.225898","35.247.18.208","192.168.10.105","UDP","538","7090  >  56876 Len=496","Jul  5, 2023 20:59:10.650796000 Hora oficial do Brasil","0.013165000"
"27","0.225898","91.199.81.21","192.168.10.105","UDP","881","5056  >  56875 Len=839","Jul  5, 2023 20:59:10.650796000 Hora oficial do Brasil","0.000000000"
"28","0.241899","192.168.10.105","20.120.122.254","TCP","54","57454  >  443 [ACK] Seq=1 Ack=2 Win=512 Len=0","Jul  5, 2023 20:59:10.666797000 Hora oficial do Brasil","0.016001000"
"29","0.247021","91.199.81.21","192.168.10.105","UDP","361","5056  >  56875 Len=319","Jul  5, 2023 20:59:10.671919000 Hora oficial do Brasil","0.005122000"
"30","0.247021","35.247.18.208","192.168.10.105","UDP","522","7090  >  56876 Len=480","Jul  5, 2023 20:59:10.671919000 Hora oficial do Brasil","0.000000000"
"31","0.256398","91.199.81.21","192.168.10.105","UDP","481","5056  >  56875 Len=439","Jul  5, 2023 20:59:10.681296000 Hora oficial do Brasil","0.009377000"
"32","0.278469","91.199.81.21","192.168.10.105","UDP","1006","5056  >  56875 Len=964","Jul  5, 2023 20:59:10.703367000 Hora oficial do Brasil","0.022071000"
"33","0.278469","91.199.81.21","192.168.10.105","UDP","309","5056  >  56875 Len=267","Jul  5, 2023 20:59:10.703367000 Hora oficial do Brasil","0.000000000"
"34","0.288029","192.168.10.105","91.199.81.21","UDP","114","56875  >  5056 Len=72","Jul  5, 2023 20:59:10.712927000 Hora oficial do Brasil","0.009560000"
"35","0.290048","91.199.81.21","192.168.10.105","UDP","606","5056  >  56875 Len=564","Jul  5, 2023 20:59:10.714946000 Hora oficial do Brasil","0.002019000"
"36","0.308315","35.247.18.208","192.168.10.105","UDP","394","7090  >  56876 Len=352","Jul  5, 2023 20:59:10.733213000 Hora oficial do Brasil","0.018267000"
"37","0.308315","52.151.239.148","192.168.10.105","TCP","54","443  >  57435 [FIN, ACK] Seq=1 Ack=2 Win=63 Len=0","Jul  5, 2023 20:59:10.733213000 Hora oficial do Brasil","0.000000000"
"38","0.308315","52.151.239.148","192.168.10.105","TCP","54","443  >  57436 [FIN, ACK] Seq=1 Ack=2 Win=63 Len=0","Jul  5, 2023 20:59:10.733213000 Hora oficial do Brasil","0.000000000"
"39","0.308315","91.199.81.21","192.168.10.105","UDP","1099","5056  >  56875 Len=1057","Jul  5, 2023 20:59:10.733213000 Hora oficial do Brasil","0.000000000"
"40","0.323249","20.120.122.254","192.168.10.105","TCP","54","443  >  57437 [FIN, ACK] Seq=1 Ack=2 Win=63 Len=0","Jul  5, 2023 20:59:10.748147000 Hora oficial do Brasil","0.014934000"
"41","0.323249","91.199.81.21","192.168.10.105","UDP","566","5056  >  56875 Len=524","Jul  5, 2023 20:59:10.748147000 Hora oficial do Brasil","0.000000000"
"42","0.340098","35.247.18.208","192.168.10.105","UDP","458","7090  >  56876 Len=416","Jul  5, 2023 20:59:10.764996000 Hora oficial do Brasil","0.016849000"
"43","0.354167","91.199.81.21","192.168.10.105","UDP","1059","5056  >  56875 Len=1017","Jul  5, 2023 20:59:10.779065000 Hora oficial do Brasil","0.014069000"
"44","0.354167","91.199.81.21","192.168.10.105","UDP","577","5056  >  56875 Len=535","Jul  5, 2023 20:59:10.779065000 Hora oficial do Brasil","0.000000000"
"45","0.370035","35.247.18.208","192.168.10.105","UDP","890","7090  >  56876 Len=848","Jul  5, 2023 20:59:10.794933000 Hora oficial do Brasil","0.015868000"
"46","0.370035","91.199.81.21","192.168.10.105","UDP","572","5056  >  56875 Len=530","Jul  5, 2023 20:59:10.794933000 Hora oficial do Brasil","0.000000000"
"47","0.382152","192.168.10.105","52.151.239.148","TCP","54","[TCP Retransmission] 57436  >  443 [FIN, ACK] Seq=1 Ack=1 Win=514 Len=0","Jul  5, 2023 20:59:10.807050000 Hora oficial do Brasil","0.012117000"
"48","0.399523","35.247.18.208","192.168.10.105","UDP","618","7090  >  56876 Len=576","Jul  5, 2023 20:59:10.824421000 Hora oficial do Brasil","0.017371000"
"49","0.399523","91.199.81.21","192.168.10.105","UDP","1201","5056  >  56875 Len=1159","Jul  5, 2023 20:59:10.824421000 Hora oficial do Brasil","0.000000000"
"50","0.410384","192.168.10.105","52.151.239.148","TCP","54","[TCP Retransmission] 57435  >  443 [FIN, ACK] Seq=1 Ack=1 Win=514 Len=0","Jul  5, 2023 20:59:10.835282000 Hora oficial do Brasil","0.010861000"
"51","0.414705","91.199.81.21","192.168.10.105","UDP","325","5056  >  56875 Len=283","Jul  5, 2023 20:59:10.839603000 Hora oficial do Brasil","0.004321000"
"52","0.414972","192.168.10.105","20.120.122.254","TCP","54","[TCP Retransmission] 57437  >  443 [FIN, ACK] Seq=1 Ack=1 Win=511 Len=0","Jul  5, 2023 20:59:10.839870000 Hora oficial do Brasil","0.000267000"
"53","0.430127","91.199.81.21","192.168.10.105","UDP","931","5056  >  56875 Len=889","Jul  5, 2023 20:59:10.855025000 Hora oficial do Brasil","0.015155000"
"54","0.430511","192.168.10.105","91.199.81.21","UDP","345","56875  >  5056 Len=303","Jul  5, 2023 20:59:10.855409000 Hora oficial do Brasil","0.000384000"
"55","0.445086","35.247.18.208","192.168.10.105","UDP","346","7090  >  56876 Len=304","Jul  5, 2023 20:59:10.869984000 Hora oficial do Brasil","0.014575000"
"56","0.445086","91.199.81.21","192.168.10.105","UDP","864","5056  >  56875 Len=822","Jul  5, 2023 20:59:10.869984000 Hora oficial do Brasil","0.000000000"
"57","0.475811","35.247.18.208","192.168.10.105","UDP","714","7090  >  56876 Len=672","Jul  5, 2023 20:59:10.900709000 Hora oficial do Brasil","0.030725000"
