"No.","Time","Source","Destination","Protocol","Length","Info","frame.time","frame.time_delta"
"1","0.000000","91.199.81.24","192.168.10.105","UDP","756","5056  >  51011 Len=714","Jul  5, 2023 21:26:32.618917000 Hora oficial do Brasil","0.000000000"
"2","0.000000","34.152.16.141","192.168.10.105","UDP","202","7267  >  51012 Len=160","Jul  5, 2023 21:26:32.618917000 Hora oficial do Brasil","0.000000000"
"3","0.013472","91.199.81.24","192.168.10.105","UDP","173","5056  >  51011 Len=131","Jul  5, 2023 21:26:32.632389000 Hora oficial do Brasil","0.013472000"
"4","0.069901","91.199.81.24","192.168.10.105","UDP","351","5056  >  51011 Len=309","Jul  5, 2023 21:26:32.688818000 Hora oficial do Brasil","0.056429000"
"5","0.069901","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:32.688818000 Hora oficial do Brasil","0.000000000"
"6","0.069901","91.199.81.24","192.168.10.105","UDP","452","5056  >  51011 Len=410","Jul  5, 2023 21:26:32.688818000 Hora oficial do Brasil","0.000000000"
"7","0.069901","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:32.688818000 Hora oficial do Brasil","0.000000000"
"8","0.090785","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:32.709702000 Hora oficial do Brasil","0.020884000"
"9","0.135844","91.199.81.24","192.168.10.105","UDP","839","5056  >  51011 Len=797","Jul  5, 2023 21:26:32.754761000 Hora oficial do Brasil","0.045059000"
"10","0.155972","34.152.16.141","192.168.10.105","UDP","330","7267  >  51012 Len=288","Jul  5, 2023 21:26:32.774889000 Hora oficial do Brasil","0.020128000"
"11","0.202456","91.199.81.24","192.168.10.105","UDP","456","5056  >  51011 Len=414","Jul  5, 2023 21:26:32.821373000 Hora oficial do Brasil","0.046484000"
"12","0.202456","91.199.81.24","192.168.10.105","UDP","359","5056  >  51011 Len=317","Jul  5, 2023 21:26:32.821373000 Hora oficial do Brasil","0.000000000"
"13","0.231701","34.152.16.141","192.168.10.105","UDP","314","7267  >  51012 Len=272","Jul  5, 2023 21:26:32.850618000 Hora oficial do Brasil","0.029245000"
"14","0.274337","91.199.81.24","192.168.10.105","UDP","745","5056  >  51011 Len=703","Jul  5, 2023 21:26:32.893254000 Hora oficial do Brasil","0.042636000"
"15","0.300204","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:32.919121000 Hora oficial do Brasil","0.025867000"
"16","0.345770","91.199.81.24","192.168.10.105","UDP","411","5056  >  51011 Len=369","Jul  5, 2023 21:26:32.964687000 Hora oficial do Brasil","0.045566000"
"17","0.345770","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:32.964687000 Hora oficial do Brasil","0.000000000"
"18","0.361035","91.199.81.24","192.168.10.105","UDP","400","5056  >  51011 Len=358","Jul  5, 2023 21:26:32.979952000 Hora oficial do Brasil","0.015265000"
"19","0.361035","91.199.81.24","192.168.10.105","UDP","405","5056  >  51011 Len=363","Jul  5, 2023 21:26:32.979952000 Hora oficial do Brasil","0.000000000"
"20","0.368462","34.152.16.141","192.168.10.105","UDP","170","7267  >  51012 Len=128","Jul  5, 2023 21:26:32.987379000 Hora oficial do Brasil","0.007427000"
"21","0.419920","91.199.81.24","192.168.10.105","UDP","427","5056  >  51011 Len=385","Jul  5, 2023 21:26:33.038837000 Hora oficial do Brasil","0.051458000"
"22","0.419920","34.152.16.141","192.168.10.105","UDP","202","7267  >  51012 Len=160","Jul  5, 2023 21:26:33.038837000 Hora oficial do Brasil","0.000000000"
"23","0.422574","91.199.81.24","192.168.10.105","UDP","405","5056  >  51011 Len=363","Jul  5, 2023 21:26:33.041491000 Hora oficial do Brasil","0.002654000"
"24","0.472471","192.168.10.105","91.199.81.24","UDP","294","51011  >  5056 Len=252","Jul  5, 2023 21:26:33.091388000 Hora oficial do Brasil","0.049897000"
"25","0.482180","91.199.81.24","192.168.10.105","UDP","351","5056  >  51011 Len=309","Jul  5, 2023 21:26:33.101097000 Hora oficial do Brasil","0.009709000"
"26","0.482180","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:33.101097000 Hora oficial do Brasil","0.000000000"
"27","0.485285","91.199.81.24","192.168.10.105","UDP","441","5056  >  51011 Len=399","Jul  5, 2023 21:26:33.104202000 Hora oficial do Brasil","0.003105000"
"28","0.495373","34.152.16.141","192.168.10.105","UDP","170","7267  >  51012 Len=128","Jul  5, 2023 21:26:33.114290000 Hora oficial do Brasil","0.010088000"
"29","0.550957","91.199.81.24","192.168.10.105","UDP","846","5056  >  51011 Len=804","Jul  5, 2023 21:26:33.169874000 Hora oficial do Brasil","0.055584000"
"30","0.550957","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:33.169874000 Hora oficial do Brasil","0.000000000"
"31","0.550957","91.199.81.24","192.168.10.105","UDP","405","5056  >  51011 Len=363","Jul  5, 2023 21:26:33.169874000 Hora oficial do Brasil","0.000000000"
"32","0.565352","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:33.184269000 Hora oficial do Brasil","0.014395000"
"33","0.627537","192.168.10.105","91.199.81.24","UDP","427","51011  >  5056 Len=385","Jul  5, 2023 21:26:33.246454000 Hora oficial do Brasil","0.062185000"
"34","0.640451","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:33.259368000 Hora oficial do Brasil","0.012914000"
"35","0.640451","91.199.81.24","192.168.10.105","UDP","705","5056  >  51011 Len=663","Jul  5, 2023 21:26:33.259368000 Hora oficial do Brasil","0.000000000"
"36","0.688875","34.152.16.141","192.168.10.105","UDP","186","7267  >  51012 Len=144","Jul  5, 2023 21:26:33.307792000 Hora oficial do Brasil","0.048424000"
"37","0.688875","34.152.16.141","192.168.10.105","UDP","314","7267  >  51012 Len=272","Jul  5, 2023 21:26:33.307792000 Hora oficial do Brasil","0.000000000"
"38","0.709575","91.199.81.24","192.168.10.105","UDP","701","5056  >  51011 Len=659","Jul  5, 2023 21:26:33.328492000 Hora oficial do Brasil","0.020700000"
