"No.","Time","Source","Destination","Protocol","Length","Info","frame.time","frame.time_delta"
"1","0.000000","13.107.136.254","192.168.10.105","TCP","54","443  >  56967 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Jul  5, 2023 20:34:29.665383000 Hora oficial do Brasil","0.000000000"
"2","0.043226","13.107.42.254","192.168.10.105","TCP","54","443  >  56970 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","Jul  5, 2023 20:34:29.708609000 Hora oficial do Brasil","0.043226000"
"3","2.942982","192.168.10.105","20.120.122.254","TLSv1.2","2100","Application Data","Jul  5, 2023 20:34:32.608365000 Hora oficial do Brasil","2.899756000"
"4","2.944061","192.168.10.105","20.120.122.254","TLSv1.2","1831","Application Data","Jul  5, 2023 20:34:32.609444000 Hora oficial do Brasil","0.001079000"
"5","3.268432","20.120.122.254","192.168.10.105","TCP","54","443  >  56988 [ACK] Seq=1 Ack=1401 Win=63 Len=0","Jul  5, 2023 20:34:32.933815000 Hora oficial do Brasil","0.324371000"
"6","3.268432","20.120.122.254","192.168.10.105","TCP","54","443  >  56988 [ACK] Seq=1 Ack=2047 Win=63 Len=0","Jul  5, 2023 20:34:32.933815000 Hora oficial do Brasil","0.000000000"
"7","3.268432","20.120.122.254","192.168.10.105","TCP","54","443  >  56988 [ACK] Seq=1 Ack=3447 Win=62 Len=0","Jul  5, 2023 20:34:32.933815000 Hora oficial do Brasil","0.000000000"
"8","3.268432","20.120.122.254","192.168.10.105","TCP","54","443  >  56988 [ACK] Seq=1 Ack=3824 Win=62 Len=0","Jul  5, 2023 20:34:32.933815000 Hora oficial do Brasil","0.000000000"
"9","3.268432","20.120.122.254","192.168.10.105","TLSv1.2","939","Application Data","Jul  5, 2023 20:34:32.933815000 Hora oficial do Brasil","0.000000000"
"10","3.311774","192.168.10.105","20.120.122.254","TCP","54","56988  >  443 [ACK] Seq=3824 Ack=886 Win=510 Len=0","Jul  5, 2023 20:34:32.977157000 Hora oficial do Brasil","0.043342000"
"11","3.581907","192.168.10.105","187.86.80.10","DNS","76","Standard query 0x78df A accounts.rec.net","Jul  5, 2023 20:34:33.247290000 Hora oficial do Brasil","0.270133000"
"12","3.617747","192.168.10.105","187.86.80.10","DNS","93","Standard query 0xb342 A recroom-dataplane.rudderstack.com","Jul  5, 2023 20:34:33.283130000 Hora oficial do Brasil","0.035840000"
"13","3.619869","192.168.10.105","187.86.94.42","DNS","76","Standard query 0x78df A accounts.rec.net","Jul  5, 2023 20:34:33.285252000 Hora oficial do Brasil","0.002122000"
"14","3.650502","192.168.10.105","187.86.94.42","DNS","93","Standard query 0xb342 A recroom-dataplane.rudderstack.com","Jul  5, 2023 20:34:33.315885000 Hora oficial do Brasil","0.030633000"
"15","3.727836","187.86.80.10","192.168.10.105","DNS","125","Standard query response 0xb342 A recroom-dataplane.rudderstack.com A 52.54.247.116 A 44.205.73.18","Jul  5, 2023 20:34:33.393219000 Hora oficial do Brasil","0.077334000"
"16","3.727836","187.86.94.42","192.168.10.105","DNS","125","Standard query response 0xb342 A recroom-dataplane.rudderstack.com A 44.205.73.18 A 52.54.247.116","Jul  5, 2023 20:34:33.393219000 Hora oficial do Brasil","0.000000000"
