App,Package,Start Time,Duration,Filename
"Rec Room",com.AgainstGravity.RecRoom,"jul. 6, 2023 @ 09:08:01 AM","3 min 4 sec",""

Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU2 Load [%]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU3 Load [%]",Time  [ms],"CPU4 Frequency [kHz]",Time  [ms],"CPU4 Load [%]",Time  [ms],"CPU5 Frequency [kHz]",Time  [ms],"CPU5 Load [%]",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU6 Frequency [kHz]",Time  [ms],"CPU6 Load [%]",Time  [ms],"Battery Remaining (%) [%]",Time  [ms],"Battery Status",Time  [ms],"CPU7 Frequency [kHz]",Time  [ms],"CPU7 Load [%]",Time  [ms],"CPU8 Frequency [kHz]",Time  [ms],"CPU8 Load [%]",Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",
5377,806400,5378,0,5378,806400,5378,0,5378,806400,5379,0,5379,806400,5379,0,5379,1228800,5379,0,5379,262578,5380,1228800,5380,0,5280,83,5280,0,5380,940800,5380,0,5381,806400,5381,0,5381,315000,5382,11,
5477,1804800,5478,0,5478,1804800,5478,0,5478,1804800,5479,0,5479,1804800,5479,0,5479,1516800,5479,0,5479,262578,5480,1516800,5480,0,5380,83,5380,0,5480,1516800,5480,0,5481,1324800,5481,0,5481,315000,5481,11,
5578,806400,5578,0,5579,806400,5579,0,5579,806400,5580,0,5580,806400,5581,0,5581,691200,5582,0,5582,262578,5582,691200,5583,0,5480,83,5480,0,5583,691200,5583,0,5584,806400,5584,0,5584,315000,5585,11,
5678,806400,5678,0,5679,806400,5679,0,5679,806400,5679,0,5679,806400,5680,0,5680,1344000,5680,0,5680,262578,5681,1344000,5681,0,5583,83,5583,0,5681,1344000,5681,0,5682,1862400,5682,0,5682,315000,5682,11,
5779,806400,5779,0,5780,806400,5780,0,5781,806400,5782,0,5782,806400,5782,0,5783,1228800,5783,0,5783,262578,5783,1228800,5784,0,5681,83,5681,0,5784,1228800,5784,0,5785,806400,5785,0,5785,315000,5786,11,
5879,806400,5879,0,5880,806400,5880,0,5880,806400,5880,0,5881,806400,5881,0,5881,2400000,5881,0,5881,262578,5881,2400000,5882,0,5784,83,5784,0,5882,2400000,5882,0,5882,1056000,5882,0,5882,315000,5883,11,
5980,806400,5981,0,5982,806400,5983,0,5983,806400,5984,0,5984,806400,5984,0,5984,1344000,5985,0,5985,262578,5985,1344000,5985,0,5882,83,5882,0,5985,1344000,5986,0,5986,1056000,5986,0,5986,315000,5987,11,
6081,806400,6082,0,6082,806400,6083,0,6083,806400,6083,0,6084,806400,6084,0,6084,940800,6085,0,6085,262578,6085,940800,6085,0,5985,83,5985,0,6086,691200,6086,0,6086,806400,6087,0,6087,315000,6088,11,
6182,806400,6182,0,6182,806400,6182,0,6182,806400,6183,0,6183,806400,6183,0,6183,1651200,6183,0,6183,262578,6184,1516800,6184,0,6086,83,6086,0,6184,1516800,6184,0,6184,2380800,6184,0,6185,315000,6185,11,
6282,806400,6283,0,6283,806400,6283,0,6284,806400,6284,0,6284,806400,6284,0,6285,2400000,6286,0,6286,262578,6286,2400000,6286,0,6184,83,6184,0,6287,2400000,6287,0,6287,1324800,6287,0,6287,315000,6288,12,
6383,806400,6384,0,6384,806400,6384,0,6385,806400,6385,0,6385,806400,6385,0,6386,1228800,6386,0,6386,286449,6386,1228800,6386,0,6287,83,6287,0,6387,1228800,6387,0,6387,806400,6387,0,6388,315000,6388,12,
6483,1804800,6483,0,6483,1804800,6484,0,6484,1804800,6484,0,6484,1804800,6485,0,6485,1344000,6485,0,6485,286449,6485,1344000,6485,0,6386,83,6387,0,6486,1344000,6486,0,6486,2515200,6486,0,6486,315000,6486,12,
6583,1651200,6584,0,6584,1651200,6585,0,6585,1651200,6585,0,6586,1651200,6586,0,6586,2054400,6586,0,6586,286449,6586,2400000,6586,0,6485,83,6485,0,6586,2400000,6587,0,6587,2515200,6587,0,6587,315000,6587,12,
6684,1804800,6684,0,6684,1804800,6685,0,6685,1804800,6685,0,6685,1804800,6686,0,6686,1344000,6686,0,6686,286449,6686,1344000,6686,0,6586,83,6586,0,6687,1344000,6687,0,6687,2515200,6687,0,6688,315000,6688,12,
6784,806400,6785,0,6785,806400,6786,0,6786,806400,6786,0,6787,806400,6787,0,6787,1228800,6787,0,6787,286449,6788,1228800,6788,0,6687,83,6687,0,6788,2400000,6788,0,6788,2208000,6789,0,6789,315000,6789,12,
6885,806400,6886,0,6887,806400,6887,0,6887,806400,6888,0,6888,806400,6889,0,6889,691200,6889,0,6889,286449,6890,691200,6890,0,6788,83,6788,0,6890,940800,6891,0,6891,1324800,6892,0,6892,315000,6892,12,
6985,806400,6986,0,6986,806400,6987,0,6987,1651200,6988,0,6988,1804800,6988,0,6988,1900800,6989,0,6989,286449,6989,1900800,6989,0,6890,83,6890,0,6989,1900800,6990,0,6990,2035200,6990,0,6990,315000,6990,12,
7086,806400,7087,0,7087,806400,7088,0,7088,806400,7089,0,7089,806400,7090,0,7090,1228800,7090,0,7090,286449,7090,1228800,7091,0,6989,83,6989,0,7091,1228800,7091,0,7092,1056000,7092,0,7092,315000,7092,12,
7187,1804800,7187,0,7188,1804800,7188,0,7188,1651200,7189,0,7189,1651200,7189,0,7190,691200,7190,0,7190,286449,7190,691200,7191,0,7091,83,7091,0,7191,691200,7192,0,7192,806400,7192,0,7193,315000,7194,12,
7287,806400,7288,0,7288,806400,7289,0,7289,806400,7289,0,7290,806400,7290,0,7290,1228800,7291,0,7291,286449,7291,1228800,7291,0,7191,83,7191,0,7291,1228800,7291,0,7292,1324800,7292,0,7292,315000,7292,12,
7389,1152000,7390,0,7390,1152000,7391,0,7391,1152000,7392,0,7393,1152000,7394,0,7394,1228800,7394,0,7394,286449,7395,1228800,7395,0,7291,83,7291,0,7395,1228800,7396,0,7396,806400,7396,0,7396,315000,7397,12,
7489,806400,7489,0,7489,806400,7490,0,7490,806400,7490,0,7490,806400,7491,0,7491,1900800,7491,0,7491,286449,7491,1651200,7491,0,7395,83,7395,0,7492,1651200,7492,0,7492,1324800,7492,0,7493,315000,7493,12,
7589,806400,7590,0,7590,806400,7591,0,7591,806400,7591,0,7591,806400,7591,0,7591,1900800,7592,0,7592,286449,7592,1900800,7592,0,7491,83,7492,0,7592,1900800,7592,0,7592,1324800,7593,0,7593,315000,7593,12,
7690,806400,7691,0,7691,806400,7692,0,7692,806400,7693,0,7694,806400,7694,0,7694,691200,7695,0,7695,286449,7695,691200,7696,0,7592,83,7592,0,7696,940800,7697,0,7697,806400,7698,0,7698,315000,7699,12,
7791,806400,7791,0,7791,806400,7791,0,7792,806400,7792,0,7792,806400,7792,0,7792,1900800,7792,0,7792,286449,7792,1516800,7793,0,7696,83,7696,0,7793,1516800,7793,0,7793,1516800,7794,0,7794,315000,7794,12,
7891,806400,7892,0,7892,806400,7893,0,7893,806400,7893,0,7893,806400,7893,0,7894,2400000,7894,0,7894,286449,7894,2400000,7894,0,7793,83,7793,0,7894,2400000,7895,0,7895,1056000,7895,0,7895,315000,7895,12,
7991,806400,7992,0,7992,806400,7993,0,7993,806400,7993,0,7993,806400,7993,0,7994,1344000,7994,0,7994,286449,7994,1344000,7994,0,7894,83,7894,0,7994,1344000,7995,0,7995,2208000,7995,0,7995,315000,7995,12,
8092,806400,8093,0,8093,806400,8094,0,8094,806400,8094,0,8094,806400,8095,0,8095,2054400,8095,0,8095,286449,8095,2054400,8095,0,7994,83,7994,0,8095,2131200,8096,0,8096,806400,8096,0,8096,315000,8096,12,
8193,806400,8194,0,8194,806400,8195,0,8195,806400,8195,0,8195,806400,8196,0,8196,1344000,8196,0,8196,286449,8196,1900800,8197,0,8095,83,8095,0,8197,1900800,8197,0,8198,1056000,8198,0,8198,315000,8198,12,
8293,806400,8293,0,8293,806400,8293,0,8294,806400,8294,0,8294,806400,8294,0,8294,1516800,8295,0,8295,286449,8295,1516800,8295,0,8197,83,8197,0,8295,1516800,8296,0,8296,2515200,8296,0,8296,315000,8296,12,
8393,806400,8394,0,8394,806400,8395,0,8395,806400,8395,0,8395,806400,8396,0,8396,1228800,8396,0,8396,286449,8396,2400000,8396,0,8295,83,8295,0,8396,2400000,8397,0,8397,1766400,8397,0,8397,315000,8397,12,
8494,806400,8494,0,8494,806400,8495,0,8495,806400,8495,0,8495,806400,8495,0,8495,1516800,8496,0,8496,286449,8496,1516800,8496,0,8396,83,8396,0,8496,1516800,8497,0,8497,806400,8497,0,8497,315000,8498,12,
8594,806400,8594,0,8594,806400,8595,0,8595,806400,8595,0,8595,806400,8595,0,8595,1900800,8595,0,8595,286449,8595,1900800,8596,0,8496,83,8496,0,8596,1900800,8596,0,8596,2380800,8596,0,8596,315000,8596,12,
8695,806400,8696,0,8696,806400,8697,0,8697,806400,8697,0,8698,806400,8698,0,8698,691200,8698,0,8699,286449,8699,940800,8699,0,8596,83,8596,0,8699,940800,8700,0,8700,1766400,8700,0,8700,315000,8701,12,
8795,806400,8795,0,8795,806400,8796,0,8796,806400,8796,0,8796,806400,8797,0,8798,691200,8798,0,8798,286449,8798,691200,8799,0,8699,83,8699,0,8799,691200,8800,0,8800,806400,8800,0,8800,315000,8801,12,
8895,1804800,8895,0,8896,1804800,8896,0,8896,1804800,8897,0,8897,1804800,8897,0,8897,1651200,8898,0,8898,286449,8898,1516800,8898,0,8799,83,8799,0,8898,1516800,8898,0,8898,1324800,8899,0,8899,315000,8899,12,
8996,806400,8997,0,8997,806400,8998,0,8998,806400,8998,0,8998,806400,8999,0,8999,1651200,8999,0,8999,286449,8999,1651200,9000,0,8898,83,8898,0,9000,1651200,9001,0,9002,806400,9003,0,9003,315000,9003,12,
9096,806400,9096,0,9096,806400,9096,0,9096,806400,9096,0,9097,806400,9097,0,9097,2131200,9097,0,9097,286449,9097,2131200,9097,0,9000,83,9000,0,9097,2131200,9097,0,9098,2515200,9098,0,9098,315000,9098,12,
9197,806400,9198,0,9198,806400,9198,0,9198,806400,9198,0,9199,806400,9199,0,9199,1516800,9199,0,9199,286449,9200,1516800,9200,0,9097,83,9097,0,9200,1516800,9201,0,9201,1324800,9202,0,9202,315000,9202,12,
9297,1804800,9297,0,9297,1804800,9298,0,9298,1804800,9298,0,9298,1804800,9298,0,9299,1344000,9299,0,9299,286449,9299,1344000,9299,0,9200,83,9200,0,9299,1344000,9300,0,9300,1324800,9300,0,9300,315000,9301,12,
9397,1804800,9397,0,9398,1804800,9398,0,9398,1804800,9398,0,9398,1804800,9399,0,9399,1516800,9399,0,9399,286449,9399,1516800,9399,0,9299,83,9299,0,9399,1516800,9400,0,9400,1516800,9400,0,9400,315000,9400,12,
9498,1804800,9498,0,9498,1804800,9499,0,9499,1804800,9499,0,9500,1804800,9500,0,9500,1228800,9500,0,9500,286449,9501,1228800,9502,0,9399,83,9399,0,9502,1228800,9502,0,9502,806400,9503,0,9503,315000,9503,12,
9598,1804800,9598,0,9598,1804800,9599,0,9599,1804800,9599,0,9599,1804800,9599,0,9599,1516800,9599,0,9599,286449,9600,1516800,9600,0,9502,83,9502,0,9600,1516800,9600,0,9600,2515200,9601,0,9601,315000,9601,12,
9698,1804800,9699,0,9700,1804800,9700,0,9701,1804800,9701,0,9702,1804800,9702,0,9702,2054400,9702,0,9702,286449,9702,2054400,9703,0,9600,83,9600,0,9703,2054400,9703,0,9703,1516800,9703,0,9703,315000,9703,12,
9799,1804800,9800,0,9800,1804800,9800,0,9800,1804800,9801,0,9801,1804800,9801,0,9802,1228800,9802,0,9802,286449,9802,1228800,9802,0,9703,83,9703,0,9803,1228800,9803,0,9803,806400,9803,0,9803,315000,9804,12,
9899,1804800,9900,0,9900,1804800,9900,0,9901,1804800,9901,0,9901,1804800,9901,0,9901,2054400,9901,0,9901,286449,9901,2054400,9902,0,9802,83,9802,0,9902,2054400,9902,0,9902,1766400,9902,0,9902,315000,9902,12,
10000,1804800,10002,0,10002,1804800,10003,0,10003,1804800,10003,0,10003,1804800,10004,0,10004,1651200,10004,0,10004,286449,10004,1651200,10005,0,9902,83,9902,0,10005,1651200,10005,0,10006,806400,10006,0,10006,315000,10006,12,
10101,806400,10102,0,10102,806400,10103,0,10103,806400,10104,0,10104,806400,10104,0,10105,691200,10105,0,10105,286449,10106,691200,10106,0,10005,83,10005,0,10106,691200,10107,0,10107,806400,10108,0,10108,315000,10108,12,
10201,806400,10202,0,10202,806400,10202,0,10202,806400,10203,0,10203,806400,10203,0,10203,2054400,10203,0,10203,286449,10203,2054400,10203,0,10106,83,10106,0,10204,2054400,10204,0,10204,2515200,10204,0,10204,315000,10204,12,
10302,806400,10302,0,10302,806400,10302,0,10302,806400,10302,0,10303,806400,10303,0,10303,2400000,10303,0,10303,286449,10303,2400000,10303,0,10203,83,10204,0,10303,2400000,10303,0,10303,2380800,10304,0,10304,315000,10304,12,
10402,806400,10402,0,10403,806400,10403,0,10403,806400,10403,0,10403,806400,10403,0,10404,2400000,10404,0,10404,286449,10404,2400000,10404,0,10303,83,10303,0,10404,1228800,10405,0,10405,806400,10405,0,10405,315000,10406,12,
10503,806400,10503,0,10503,806400,10504,0,10504,806400,10504,0,10505,806400,10505,0,10505,1900800,10505,0,10505,286449,10506,2054400,10506,0,10404,83,10404,0,10506,1900800,10506,0,10506,806400,10506,0,10507,315000,10507,12,
10604,806400,10604,0,10605,806400,10605,0,10605,806400,10606,0,10606,806400,10607,0,10607,691200,10607,0,10607,286449,10608,691200,10608,0,10506,83,10506,0,10608,691200,10609,0,10609,2208000,10610,0,10610,315000,10610,12,
10704,806400,10704,0,10704,806400,10705,0,10705,806400,10705,0,10705,806400,10705,0,10705,2400000,10705,0,10705,286449,10706,2400000,10706,0,10608,83,10608,0,10706,2400000,10706,0,10706,1862400,10706,0,10706,315000,10706,12,
