App,Package,Start Time,Duration,Filename
"Rec Room",com.AgainstGravity.RecRoom,"jul. 6, 2023 @ 09:12:06 AM","3 min 5 sec",""

Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU2 Load [%]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU3 Load [%]",Time  [ms],"CPU4 Frequency [kHz]",Time  [ms],"CPU4 Load [%]",Time  [ms],"CPU5 Frequency [kHz]",Time  [ms],"CPU5 Load [%]",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU6 Frequency [kHz]",Time  [ms],"CPU6 Load [%]",Time  [ms],"Battery Remaining (%) [%]",Time  [ms],"Battery Status",Time  [ms],"CPU7 Frequency [kHz]",Time  [ms],"CPU7 Load [%]",Time  [ms],"CPU8 Frequency [kHz]",Time  [ms],"CPU8 Load [%]",Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",
3925,806400,3926,0,3926,806400,3927,0,3927,806400,3928,0,3929,806400,3930,0,3930,691200,3930,0,3931,657215,3931,691200,3931,0,3826,82,3826,0,3932,691200,3933,0,3933,1324800,3933,0,3934,550000,3934,9,
4025,806400,4025,0,4026,806400,4026,0,4026,806400,4027,0,4027,806400,4027,0,4027,1516800,4028,0,4028,551088,4028,1516800,4028,0,3932,82,3932,0,4028,1228800,4029,0,4029,806400,4029,0,4030,450000,4030,9,
4125,806400,4126,0,4126,806400,4127,0,4127,806400,4127,0,4128,806400,4128,0,4128,2400000,4129,0,4129,389622,4129,2400000,4129,0,4028,82,4028,0,4129,2400000,4129,0,4129,806400,4130,0,4130,450000,4130,9,
4226,806400,4226,0,4226,806400,4227,0,4227,806400,4227,0,4227,806400,4227,0,4228,1228800,4228,0,4228,389622,4228,940800,4229,0,4129,82,4129,0,4229,940800,4230,0,4230,806400,4230,0,4230,315000,4231,9,
4326,806400,4326,0,4326,806400,4327,0,4327,806400,4327,0,4327,806400,4327,0,4327,2400000,4328,0,4328,214836,4328,2400000,4328,0,4229,82,4229,0,4328,2400000,4328,0,4328,806400,4329,0,4329,315000,4329,9,
4426,806400,4427,0,4427,806400,4428,0,4428,806400,4429,0,4429,806400,4430,0,4430,1344000,4430,0,4430,214836,4431,1344000,4431,0,4328,82,4328,0,4431,1344000,4431,0,4432,806400,4432,0,4432,315000,4433,9,
4527,806400,4527,0,4527,806400,4527,0,4527,806400,4528,0,4528,806400,4528,0,4528,1900800,4529,0,4529,214836,4529,1900800,4529,0,4431,82,4431,0,4529,1900800,4530,0,4530,2515200,4530,0,4530,315000,4530,9,
4627,806400,4628,0,4628,806400,4628,0,4628,806400,4629,0,4629,806400,4629,0,4630,1516800,4630,0,4630,214836,4630,1516800,4630,0,4529,82,4529,0,4630,1516800,4631,0,4631,1516800,4631,0,4631,315000,4632,11,
4728,806400,4729,0,4729,806400,4730,0,4730,806400,4730,0,4730,806400,4731,0,4731,1900800,4731,0,4731,262578,4732,1900800,4733,0,4630,82,4630,0,4733,1651200,4734,0,4734,1324800,4734,0,4734,315000,4734,11,
4828,806400,4828,0,4828,806400,4829,0,4829,806400,4829,0,4829,806400,4830,0,4830,1516800,4830,0,4830,262578,4830,1516800,4830,0,4733,82,4733,0,4831,1516800,4831,0,4831,2515200,4831,0,4831,315000,4832,11,
4929,806400,4929,0,4930,806400,4930,0,4930,806400,4931,0,4931,806400,4931,0,4931,1516800,4932,0,4932,262578,4932,2400000,4932,0,4830,82,4830,0,4933,2400000,4933,0,4933,1766400,4934,0,4934,315000,4934,11,
5029,806400,5030,0,5030,806400,5031,0,5031,806400,5031,0,5031,806400,5032,0,5033,940800,5033,0,5033,262578,5034,691200,5034,0,4933,82,4933,0,5034,691200,5035,0,5035,806400,5036,0,5036,315000,5036,11,
5129,806400,5129,0,5129,806400,5130,0,5130,806400,5130,0,5130,806400,5130,0,5130,2131200,5130,0,5130,262578,5131,2131200,5131,0,5034,82,5034,0,5131,2131200,5131,0,5131,2035200,5131,0,5131,315000,5132,11,
5229,806400,5230,0,5230,806400,5231,0,5231,806400,5231,0,5231,806400,5232,0,5233,2400000,5234,0,5234,262578,5234,1900800,5234,0,5131,82,5131,0,5234,1900800,5234,0,5234,806400,5235,0,5235,315000,5235,11,
5330,1804800,5330,0,5330,1804800,5331,0,5331,1804800,5331,0,5331,1804800,5331,0,5331,2400000,5331,0,5331,262578,5332,2400000,5332,0,5234,82,5234,0,5332,2400000,5332,0,5332,1862400,5332,0,5332,315000,5333,11,
5430,1804800,5431,0,5431,1804800,5431,0,5431,1804800,5432,0,5432,1804800,5432,0,5432,1516800,5433,0,5433,262578,5433,1516800,5433,0,5332,82,5332,0,5433,1516800,5433,0,5433,1766400,5434,0,5434,315000,5434,11,
5531,1804800,5531,0,5532,1804800,5533,0,5533,1804800,5534,0,5534,1804800,5535,0,5535,691200,5536,0,5536,262578,5536,691200,5537,0,5433,82,5433,0,5538,691200,5539,0,5540,806400,5540,0,5541,315000,5541,11,
5631,806400,5631,0,5632,806400,5632,0,5632,806400,5632,0,5633,806400,5633,0,5633,1228800,5633,0,5633,262578,5633,1228800,5634,0,5538,82,5538,0,5634,1228800,5634,0,5634,2208000,5634,0,5635,315000,5635,11,
5732,806400,5734,0,5735,806400,5735,0,5735,806400,5736,0,5736,806400,5737,0,5738,1228800,5738,0,5738,262578,5738,1228800,5739,0,5634,82,5634,0,5739,1228800,5739,0,5739,1324800,5740,0,5740,315000,5740,12,
5832,806400,5832,0,5833,806400,5833,0,5833,806400,5833,0,5834,806400,5834,0,5834,2400000,5834,0,5834,286449,5834,2400000,5834,0,5739,82,5739,0,5835,2400000,5835,0,5835,806400,5835,0,5835,315000,5835,12,
5932,806400,5933,0,5933,806400,5934,0,5934,806400,5934,0,5934,806400,5934,0,5935,1900800,5935,0,5935,286449,5935,1900800,5935,0,5834,82,5835,0,5935,1651200,5935,0,5935,806400,5936,0,5936,315000,5936,12,
6033,806400,6034,0,6034,806400,6034,0,6034,806400,6035,0,6035,806400,6035,0,6035,1228800,6036,0,6036,286449,6036,1228800,6036,0,5935,82,5935,0,6036,1344000,6037,0,6037,806400,6038,0,6038,315000,6038,12,
6133,806400,6134,0,6134,806400,6134,0,6135,806400,6135,0,6135,806400,6135,0,6135,691200,6136,0,6136,286449,6136,691200,6136,0,6036,82,6036,0,6136,691200,6137,0,6137,1516800,6137,0,6137,315000,6138,12,
6234,1152000,6234,0,6235,1152000,6235,0,6235,1152000,6235,0,6236,1152000,6236,0,6236,2400000,6236,0,6236,286449,6237,2400000,6237,0,6136,82,6136,0,6237,2400000,6237,0,6237,1766400,6238,0,6238,315000,6238,12,
6334,806400,6335,0,6335,806400,6335,0,6335,806400,6336,0,6336,806400,6336,0,6336,691200,6336,0,6336,286449,6337,691200,6337,0,6237,82,6237,0,6337,691200,6337,0,6337,1766400,6338,0,6338,315000,6338,12,
6435,806400,6435,0,6435,806400,6436,0,6436,806400,6436,0,6436,806400,6437,0,6437,1228800,6437,0,6437,286449,6438,1228800,6438,0,6337,82,6337,0,6438,1228800,6438,0,6438,1516800,6439,0,6439,315000,6439,12,
6536,806400,6538,0,6538,806400,6540,0,6540,806400,6541,0,6541,806400,6542,0,6542,1900800,6542,0,6542,286449,6542,1900800,6542,0,6438,82,6438,0,6542,1900800,6543,0,6543,806400,6543,0,6543,315000,6544,12,
6636,806400,6637,0,6637,806400,6638,0,6638,806400,6638,0,6639,806400,6639,0,6639,940800,6639,0,6640,286449,6640,940800,6640,0,6542,82,6542,0,6640,940800,6640,0,6641,1862400,6641,0,6641,315000,6641,12,
6737,806400,6737,0,6738,806400,6738,0,6738,806400,6739,0,6739,806400,6739,0,6739,1228800,6740,0,6740,286449,6740,1228800,6740,0,6640,82,6640,0,6740,2400000,6741,0,6741,1766400,6741,0,6741,315000,6742,12,
6837,806400,6838,0,6838,806400,6839,0,6839,806400,6839,0,6840,806400,6840,0,6841,1228800,6841,0,6842,286449,6842,940800,6842,0,6740,82,6740,0,6843,940800,6843,0,6843,806400,6844,0,6844,315000,6846,12,
6937,806400,6938,0,6938,806400,6938,0,6938,806400,6939,0,6939,806400,6939,0,6939,1516800,6939,0,6939,286449,6940,1516800,6940,0,6842,82,6842,0,6940,1228800,6940,0,6940,1056000,6941,0,6941,315000,6941,12,
7038,806400,7039,0,7040,806400,7041,0,7042,806400,7042,0,7043,806400,7043,0,7043,940800,7044,0,7044,286449,7044,2400000,7045,0,6940,82,6940,0,7045,2400000,7046,0,7046,1056000,7046,0,7046,315000,7047,12,
7139,806400,7140,0,7140,806400,7141,0,7141,806400,7142,0,7142,806400,7142,0,7142,691200,7143,0,7143,286449,7143,940800,7144,0,7045,82,7045,0,7144,940800,7144,0,7145,1056000,7145,0,7145,315000,7146,12,
7239,806400,7240,0,7240,806400,7240,0,7240,806400,7241,0,7241,806400,7241,0,7241,2054400,7241,0,7241,286449,7241,2054400,7241,0,7144,82,7144,0,7241,2054400,7242,0,7242,1862400,7242,0,7242,315000,7242,12,
7341,806400,7342,0,7342,806400,7342,0,7343,806400,7343,0,7344,806400,7344,0,7345,1228800,7345,0,7345,286449,7346,940800,7346,0,7241,82,7241,0,7346,940800,7347,0,7347,1516800,7347,0,7347,315000,7348,12,
7441,806400,7441,0,7442,806400,7442,0,7442,806400,7442,0,7443,806400,7443,0,7443,1344000,7443,0,7443,286449,7443,1344000,7444,0,7346,82,7346,0,7444,1344000,7444,0,7444,806400,7444,0,7445,315000,7445,12,
7542,806400,7542,0,7542,806400,7543,0,7543,806400,7543,0,7543,806400,7543,0,7543,1900800,7543,0,7544,286449,7544,1900800,7544,0,7444,82,7444,0,7544,1900800,7544,0,7544,1516800,7545,0,7545,315000,7545,12,
7642,806400,7643,0,7643,806400,7643,0,7643,806400,7644,0,7644,806400,7645,0,7645,691200,7646,0,7646,286449,7646,691200,7647,0,7544,82,7544,0,7647,691200,7647,0,7648,1056000,7648,0,7649,315000,7650,12,
7742,806400,7743,0,7743,806400,7743,0,7743,806400,7743,0,7744,806400,7744,0,7744,1516800,7744,0,7744,286449,7744,1516800,7745,0,7647,82,7647,0,7745,1516800,7745,0,7745,2208000,7746,0,7746,315000,7746,12,
7843,806400,7844,0,7845,806400,7845,0,7846,806400,7846,0,7846,806400,7847,0,7847,1344000,7847,0,7847,286449,7847,1344000,7848,0,7745,82,7745,0,7848,1344000,7848,0,7848,1056000,7849,0,7849,315000,7849,12,
7943,806400,7944,0,7944,806400,7944,0,7944,806400,7944,0,7944,806400,7944,0,7944,2400000,7945,0,7945,286449,7945,2400000,7945,0,7848,82,7848,0,7945,2400000,7945,0,7945,2380800,7945,0,7945,315000,7946,12,
8044,1152000,8044,0,8044,1152000,8045,0,8045,1152000,8045,0,8045,1152000,8045,0,8046,2400000,8046,0,8046,286449,8046,2400000,8046,0,7945,82,7945,0,8046,2400000,8046,0,8047,2380800,8047,0,8047,315000,8047,12,
8144,806400,8145,0,8145,806400,8146,0,8146,806400,8146,0,8146,806400,8146,0,8147,2131200,8147,0,8147,286449,8147,2131200,8147,0,8046,82,8046,0,8147,2131200,8148,0,8148,1056000,8149,0,8149,315000,8150,12,
8245,806400,8245,0,8245,806400,8246,0,8246,806400,8246,0,8246,806400,8246,0,8246,2400000,8247,0,8247,286449,8247,2400000,8247,0,8147,82,8147,0,8247,2400000,8247,0,8247,1766400,8247,0,8247,315000,8248,12,
8345,806400,8346,0,8346,806400,8346,0,8347,806400,8347,0,8347,806400,8348,0,8348,1516800,8348,0,8348,286449,8348,2400000,8349,0,8247,82,8247,0,8349,2400000,8349,0,8350,1766400,8350,0,8350,315000,8350,12,
8445,806400,8446,0,8446,806400,8446,0,8446,806400,8447,0,8447,806400,8447,0,8447,1900800,8447,0,8447,286449,8448,1900800,8448,0,8349,82,8349,0,8448,1900800,8448,0,8449,2380800,8449,0,8449,315000,8449,12,
8546,806400,8546,0,8546,806400,8546,0,8547,806400,8547,0,8547,806400,8547,0,8547,2400000,8547,0,8547,286449,8547,2400000,8547,0,8448,82,8448,0,8548,2400000,8548,0,8548,1056000,8548,0,8548,315000,8548,12,
8646,806400,8647,0,8647,806400,8648,0,8649,806400,8650,0,8650,806400,8650,0,8651,1228800,8651,0,8651,286449,8651,1228800,8651,0,8547,82,8547,0,8652,1228800,8652,0,8652,1516800,8652,0,8652,315000,8653,12,
8747,806400,8747,0,8748,806400,8748,0,8748,806400,8748,0,8749,806400,8749,0,8749,1228800,8749,0,8749,286449,8750,1228800,8750,0,8651,82,8651,0,8750,1228800,8750,0,8750,806400,8751,0,8751,315000,8751,12,
8847,806400,8847,0,8847,806400,8847,0,8848,806400,8848,0,8848,806400,8848,0,8848,2400000,8849,0,8849,286449,8849,2400000,8849,0,8750,82,8750,0,8849,2400000,8849,0,8849,1516800,8849,0,8849,315000,8850,12,
8947,806400,8947,0,8947,806400,8948,0,8948,806400,8948,0,8948,806400,8949,0,8949,1344000,8949,0,8949,286449,8949,1228800,8950,0,8849,82,8849,0,8950,1228800,8950,0,8950,806400,8950,0,8951,315000,8951,12,
9047,806400,9048,0,9048,806400,9048,0,9048,806400,9049,0,9049,806400,9049,0,9049,1651200,9049,0,9049,286449,9049,1651200,9050,0,8950,82,8950,0,9050,1651200,9050,0,9050,1516800,9050,0,9051,315000,9051,12,
9149,806400,9151,0,9152,806400,9153,0,9153,806400,9154,0,9154,806400,9155,0,9155,1228800,9155,0,9155,286449,9155,1228800,9156,0,9050,82,9050,0,9156,2400000,9157,0,9157,1324800,9157,0,9158,315000,9158,12,
9249,806400,9249,0,9249,806400,9250,0,9250,806400,9250,0,9250,806400,9251,0,9251,1344000,9251,0,9251,286449,9251,1516800,9251,0,9156,82,9156,0,9251,1516800,9252,0,9252,2515200,9252,0,9252,315000,9253,12,
9349,806400,9350,0,9350,806400,9350,0,9350,806400,9350,0,9351,806400,9351,0,9351,2400000,9351,0,9351,286449,9351,2400000,9351,0,9251,82,9251,0,9351,2400000,9351,0,9352,1324800,9352,0,9352,315000,9353,12,
9450,806400,9450,0,9450,806400,9451,0,9451,806400,9451,0,9452,806400,9452,0,9452,1228800,9453,0,9453,286449,9453,1228800,9454,0,9351,82,9351,0,9454,1228800,9455,0,9455,806400,9456,0,9456,315000,9456,12,
9550,806400,9550,0,9550,806400,9550,0,9550,806400,9550,0,9551,806400,9551,0,9551,2400000,9551,0,9551,286449,9551,2400000,9551,0,9454,82,9454,0,9551,2400000,9551,0,9552,806400,9552,0,9552,315000,9552,12,
9650,806400,9651,0,9651,806400,9652,0,9652,806400,9652,0,9653,806400,9653,0,9653,2400000,9653,0,9654,286449,9654,2400000,9654,0,9551,82,9551,0,9654,2400000,9654,0,9654,1862400,9654,0,9654,315000,9655,12,
9751,806400,9751,0,9752,806400,9752,0,9752,806400,9753,0,9753,806400,9753,0,9754,940800,9754,0,9754,286449,9754,940800,9754,0,9654,82,9654,0,9755,940800,9755,0,9755,1862400,9755,0,9755,315000,9756,12,
9851,806400,9852,0,9852,806400,9852,0,9852,806400,9853,0,9853,806400,9853,0,9853,1228800,9853,0,9854,286449,9854,1228800,9854,0,9754,82,9754,0,9854,1228800,9854,0,9854,2208000,9855,0,9855,315000,9855,12,
9952,806400,9953,0,9953,806400,9954,0,9954,806400,9954,0,9955,806400,9955,0,9955,1516800,9955,0,9955,286449,9956,1516800,9956,0,9854,82,9854,0,9956,2400000,9957,0,9957,1516800,9957,0,9957,315000,9957,12,
10053,806400,10053,0,10053,806400,10054,0,10054,806400,10054,0,10054,806400,10054,0,10055,1344000,10055,0,10055,286449,10055,1344000,10055,0,9956,82,9956,0,10056,1344000,10056,0,10056,2515200,10056,0,10056,315000,10057,12,
10153,806400,10153,0,10153,806400,10154,0,10154,806400,10154,0,10154,806400,10154,0,10154,940800,10155,0,10155,286449,10155,940800,10155,0,10055,82,10055,0,10155,940800,10155,0,10155,2515200,10155,0,10156,315000,10156,12,
10254,806400,10254,0,10254,806400,10254,0,10254,806400,10254,0,10254,806400,10255,0,10255,691200,10255,0,10255,286449,10255,691200,10255,0,10155,82,10155,0,10255,691200,10255,0,10256,2515200,10256,0,10256,315000,10256,12,
10354,806400,10354,0,10354,806400,10354,0,10355,806400,10355,0,10355,806400,10355,0,10355,691200,10355,0,10355,286449,10355,691200,10356,0,10255,82,10255,0,10356,691200,10356,0,10356,2515200,10356,0,10356,315000,10357,0,
10454,806400,10454,0,10455,806400,10455,0,10455,806400,10455,0,10455,806400,10455,0,10455,691200,10456,0,10456,0,10456,691200,10456,0,10356,82,10356,0,10456,691200,10456,0,10456,2515200,10457,0,10457,315000,10457,0,
10555,806400,10555,0,10555,806400,10555,0,10555,806400,10556,0,10556,806400,10556,0,10556,1228800,10556,0,10556,0,10557,1228800,10557,0,10456,82,10456,0,10557,1228800,10557,0,10557,2515200,10557,0,10558,315000,10558,0,
10655,806400,10656,0,10656,806400,10657,0,10658,806400,10658,0,10659,806400,10659,0,10659,691200,10660,0,10660,0,10660,1228800,10660,0,10557,82,10557,0,10661,1228800,10662,0,10662,806400,10662,0,10663,315000,10663,0,
10755,806400,10755,0,10756,806400,10756,0,10756,806400,10756,0,10756,806400,10756,0,10757,1228800,10757,0,10757,0,10757,1228800,10757,0,10661,82,10661,0,10757,1228800,10758,0,10758,2515200,10758,0,10758,315000,10758,0,
10855,806400,10856,0,10856,806400,10856,0,10856,806400,10856,0,10856,806400,10857,0,10857,691200,10857,0,10857,0,10857,691200,10857,0,10757,82,10757,0,10857,691200,10857,0,10858,2515200,10858,0,10858,315000,10858,0,
